file name, mutants, tests, cores, compilation time, original time, mutants time, total time, time per mutant, mutation score, ts size, lines, algorithm, optimizations
transpose, m149, t50, w2, 5737, 159, 62029, 68848, 416.302, 0.9054, 903, 40, a3, 101110
bubbleSort, m113, t50, w8, 2488, 23, 74802, 77464, 661.9646, 0.9182, 1900, 41, a3, 111111
maxArrSumNeg, m112, t50, w2, 3865, 165, 67460, 71563, 602.3214, 0.9107, 1910, 63, a3, 011011
primes, m68, t100, w4, 1106, 102, 2520, 3897, 37.0588, 0.8793, 398, 30, a2, 110111
squareMatrix, m182, t50, w2, 7083, 200, 69639, 77005, 382.6319, 1.0, 903, 72, a2, 001010
huffmanCoding, m314, t50, w4, 53695, 162, 34138, 88199, 108.7197, 0.9013, 1874, 318, a2, 011000
maxArrSumNeg, m112, t50, w4, 7621, 51, 20501, 28250, 183.0446, 0.9107, 1910, 63, a2, 110000
maxArrSumNeg, m112, t50, w2, 7606, 158, 48699, 57160, 434.8125, 0.9103, 1910, 63, a5, 111100
dictionaryOrder, m71, t100, w8, 3346, 39, 5002, 8455, 70.4507, 0.8873, 8248, 32, a3, 101001
longestIncrease, m114, t50, w8, 10538, 10454, 24932, 46020, 218.7018, 0.9035, 1946, 70, a3, 010000
anagram, m60, t100, w2, 1596, 318, 8094, 10442, 134.9, 0.9286, 1370, 37, a3, 011110
transpose, m149, t50, w4, 11885, 151, 20749, 32871, 139.255, 0.8993, 903, 40, a5, 010001
insertSort, m108, t50, w8, 2408, 20, 6308, 9211, 58.4074, 0.9444, 1900, 40, a3, 110110
factorial, m31, t100, w8, 498, 281, 10013, 10864, 323, 0.9677, 403, 18, a4, 011011
add, m12, t100, w8, 564, 38, 224, 886, 18.6667, 0.9167, 583, 13, a5, 110001
squareMatrix, m182, t50, w8, 4912, 115, 14638, 19744, 80.4286, 1.0, 903, 72, a5, 010011
insertSort, m108, t50, w4, 2353, 49, 11959, 15018, 110.7315, 0.9211, 1900, 40, a5, 110110
factorial, m31, t100, w2, 1588, 325, 19554, 21530, 630.7742, 0.9677, 403, 18, a2, 100001
selectSort, m92, t50, w2, 6176, 161, 40095, 46503, 435.8152, 0.8804, 1900, 45, a5, 001001
quickSort, m127, t50, w4, 4513, 46, 33125, 37799, 260.8268, 0.9528, 1900, 56, a5, 111010
huffmanCoding, m314, t50, w4, 19078, 137, 29751, 50030, 94.7484, 0.9009, 1874, 318, a5, 011111
dictionaryOrder, m71, t100, w2, 1932, 319, 20912, 23640, 294.5352, 0.8864, 8248, 32, a5, 100110
quickSort, m127, t50, w4, 4511, 48, 27870, 33264, 219.4488, 0.9603, 1900, 56, a3, 110110
huffmanCoding, m314, t50, w2, 27454, 164, 102563, 130363, 326.6338, 0.9013, 1874, 318, a3, 100010
primes, m68, t100, w8, 1132, 36, 813, 2036, 11.9559, 0.75, 398, 30, a5, 111011
quickSort, m127, t50, w4, 4500, 149, 46629, 52144, 367.1575, 0.9528, 1900, 56, a4, 001110
genPassword, m49, t100, w4, 1050, 289, 2029, 3436, 41.4082, 0.8367, 398, 63, a2, 001010
maxArrSumNeg, m112, t50, w4, 7652, 52, 23088, 30869, 206.1429, 0.9107, 1910, 63, a3, 101000
anagram, m60, t100, w8, 2995, 38, 5552, 8645, 92.5333, 0.8667, 1370, 37, a4, 101000
genPassword, m49, t100, w8, 971, 40, 4094, 5212, 83.551, 0.8367, 398, 63, a4, 100111
squareMatrix, m182, t50, w4, 14734, 147, 23398, 39340, 128.5604, 1.0, 903, 72, a3, 010100
massive, m49, t60, w2, 984, 109616, 341378, 452293, 6966.898, 0.9388, 169, 13, a2, 000110
anagram, m60, t100, w4, 3175, 298, 5002, 8538, 83.3667, 0.8667, 1370, 37, a3, 011001
huffmanCoding, m314, t50, w8, 55080, 20, 20290, 75569, 64.6178, 0.9013, 1874, 318, a4, 101000
mergeSort, m226, t50, w2, 10278, 161, 49852, 60965, 220.5841, 0.908, 1900, 129, a5, 001111
transpose, m149, t50, w2, 5745, 162, 62075, 68901, 416.6107, 0.9054, 903, 40, a3, 111110
factorial, m31, t100, w8, 502, 41, 5083, 5718, 163.9677, 0.9677, 403, 18, a3, 111111
squareMatrix, m182, t50, w8, 14573, 142, 15007, 30468, 82.456, 1.0, 903, 72, a5, 011100
dictionaryOrder, m71, t100, w8, 3600, 271, 5003, 8986, 70.4648, 0.9265, 8248, 32, a3, 000101
transpose, m149, t50, w4, 4094, 134, 20900, 25221, 140.2685, 0.8993, 903, 40, a2, 001011
minProd, m181, t50, w4, 13201, 50, 5279, 18612, 29.1657, 0.7845, 1946, 72, a3, 101000
minProd, m181, t50, w8, 4537, 21, 5030, 9860, 27.7901, 0.8606, 1946, 72, a3, 110111
bubbleSort, m113, t50, w2, 7283, 159, 214885, 222397, 1901.6372, 0.8938, 1900, 41, a3, 010001
primes, m68, t100, w2, 1778, 315, 7207, 9755, 105.9853, 0.8793, 398, 30, a3, 000110
dictionaryOrder, m71, t100, w4, 3549, 289, 11633, 15540, 163.8451, 0.8873, 8248, 32, a3, 001000
transpose, m149, t50, w8, 12045, 22, 10123, 22274, 67.9396, 0.8993, 903, 40, a2, 100001
huffmanCodingEff, m199, t50, w8, 10630, 23, 14495, 25896, 72.8392, 0.8191, 1874, 239, a4, 111111
mergeSort, m226, t50, w4, 20442, 146, 23007, 43690, 101.8009, 0.9336, 1900, 129, a4, 011001
huffmanCoding, m314, t50, w2, 52083, 164, 100719, 153143, 320.7611, 0.9013, 1874, 318, a4, 110001
anagram, m60, t100, w2, 1623, 319, 8089, 10088, 134.8167, 0.8667, 1370, 37, a3, 101010
huffmanCodingEff, m199, t50, w2, 15143, 161, 41532, 57217, 208.7035, 0.8191, 1874, 239, a5, 110010
mergeSort, m226, t50, w8, 7088, 21, 10547, 18518, 46.6681, 0.9336, 1900, 129, a2, 111110
selectSort, m92, t50, w8, 2084, 23, 5969, 8144, 64.8804, 0.8804, 1900, 45, a4, 101011
primes, m68, t100, w4, 3541, 98, 2570, 6263, 37.7941, 0.75, 398, 30, a5, 101001
longestIncrease, m114, t50, w4, 3201, 3436, 39239, 46207, 344.2018, 0.8889, 1946, 70, a5, 111111
massive, m49, t60, w4, 663, 38314, 124314, 163340, 2537.0204, 0.9388, 169, 13, a5, 100011
insertSort, m108, t50, w8, 2424, 20, 37843, 40763, 350.3981, 0.9444, 1900, 40, a4, 110110
minProd, m181, t50, w2, 6760, 165, 15807, 22812, 87.3315, 0.7845, 1946, 72, a2, 110010
longestIncrease, m114, t50, w4, 9787, 3477, 49556, 62919, 434.7018, 0.9035, 1946, 70, a3, 100000
minProd, m181, t50, w2, 13196, 161, 15826, 29262, 87.4365, 0.7845, 1946, 72, a2, 011000
anagram, m60, t100, w4, 1020, 292, 5968, 7637, 99.4667, 0.8667, 1370, 37, a4, 001110
insertSort, m108, t50, w8, 2374, 142, 37876, 40464, 350.7037, 0.9444, 1900, 40, a4, 000010
bubbleSort, m113, t50, w2, 7298, 157, 216406, 223932, 1915.0973, 0.8938, 1900, 41, a5, 100001
quickSort, m127, t50, w2, 13258, 159, 86897, 100803, 684.2283, 0.9603, 1900, 56, a2, 001101
huffmanCoding, m314, t50, w2, 26752, 162, 101470, 128558, 323.1529, 0.9013, 1874, 318, a2, 001011
transpose, m149, t50, w2, 11802, 160, 61950, 73995, 415.7718, 0.8993, 903, 40, a2, 001000
anagram, m60, t100, w4, 1039, 100, 5003, 6577, 83.3833, 0.9286, 1370, 37, a2, 110110
insertSort, m108, t50, w2, 3668, 160, 36745, 40940, 340.2315, 0.9444, 1900, 40, a3, 001111
dictionaryOrder, m71, t100, w8, 3428, 41, 5002, 8538, 70.4507, 0.8873, 8248, 32, a3, 100001
insertSort, m108, t50, w2, 3650, 164, 36794, 40989, 340.6852, 0.9444, 1900, 40, a2, 100111
bubbleSort, m113, t50, w2, 3676, 165, 218815, 223180, 1936.4159, 0.8938, 1900, 41, a4, 111111
longestIncrease, m114, t50, w4, 3142, 3430, 51266, 57933, 449.7018, 0.9035, 1946, 70, a2, 111011
quickSort, m127, t50, w4, 13348, 154, 31000, 44615, 244.0945, 0.9528, 1900, 56, a3, 001000
minProd, m181, t50, w8, 4421, 22, 6610, 11130, 36.5193, 0.7845, 1946, 72, a5, 111011
maxArrSumNeg, m112, t50, w4, 7900, 149, 25135, 33254, 224.4196, 0.9107, 1910, 63, a3, 011001
selectSort, m92, t50, w8, 6139, 21, 5902, 12479, 64.1522, 0.9101, 1900, 45, a2, 110100
transpose, m149, t50, w2, 5830, 161, 62012, 68801, 416.1879, 0.9054, 903, 40, a2, 100111
maxArrSumNeg, m112, t50, w4, 7757, 51, 21457, 29450, 191.5804, 0.9358, 1910, 63, a3, 101101
massive, m49, t60, w8, 1738, 115564, 72463, 189816, 1478.8367, 0.9388, 169, 13, a4, 001000
mergeSort, m226, t50, w2, 20942, 161, 50370, 72920, 222.8761, 0.9091, 1900, 129, a5, 001100
add, m12, t100, w8, 199, 54, 352, 752, 29.3333, 0.9, 583, 13, a5, 101110
anagram, m60, t100, w2, 1612, 311, 8112, 10091, 135.2, 0.8667, 1370, 37, a4, 001010
dictionaryOrder, m71, t100, w4, 1180, 99, 11629, 13427, 163.7887, 0.9265, 8248, 32, a2, 100110
insertSort, m108, t50, w2, 7245, 160, 36833, 44904, 341.0463, 0.9444, 1900, 40, a3, 011100
dictionaryOrder, m71, t100, w8, 3521, 295, 32559, 36448, 458.5775, 0.8873, 8248, 32, a4, 010000
maxArrSumNeg, m112, t50, w2, 3812, 160, 61214, 65880, 546.5536, 0.9358, 1910, 63, a2, 100110
add, m12, t100, w8, 190, 38, 237, 766, 19.75, 0.9167, 583, 13, a3, 101010
genPassword, m49, t100, w4, 2916, 97, 2008, 5084, 40.9796, 0.8367, 398, 63, a2, 111000
minProd, m181, t50, w2, 6579, 165, 11012, 18803, 60.8398, 0.812, 1946, 72, a5, 001110
insertSort, m108, t50, w8, 2336, 20, 6291, 8726, 58.25, 0.9444, 1900, 40, a3, 111010
anagram, m60, t100, w4, 1013, 291, 5003, 6365, 83.3833, 0.8667, 1370, 37, a3, 000011
genPassword, m49, t100, w2, 1496, 319, 5524, 7406, 112.7347, 0.8367, 398, 63, a2, 111011
parg, m2509, t52, w4, 534152, 174, 2786, 552620, 1.1104, 1.0, 418, 2518, a4, 011100
huffmanCoding, m314, t50, w8, 18775, 145, 21647, 40748, 68.9395, 0.9013, 1874, 318, a5, 010010
selectSort, m92, t50, w8, 6092, 19, 39724, 45907, 431.7826, 0.8804, 1900, 45, a4, 100001
bubbleSort, m113, t50, w2, 3681, 160, 219563, 223964, 1943.0354, 0.8938, 1900, 41, a4, 101111
insertSort, m108, t50, w8, 7055, 154, 6318, 13659, 58.5, 0.9444, 1900, 40, a3, 001101
transpose, m149, t50, w2, 11988, 156, 62026, 74254, 416.2819, 0.8993, 903, 40, a5, 000001
selectSort, m92, t50, w2, 3030, 160, 40226, 43489, 437.2391, 0.8804, 1900, 45, a2, 010011
primes, m68, t100, w4, 3525, 296, 2486, 6363, 36.5588, 0.75, 398, 30, a5, 011000
minProd, m181, t50, w2, 6658, 164, 15832, 22734, 87.4696, 0.7845, 1946, 72, a3, 111011
minProd, m181, t50, w4, 13353, 152, 5280, 18862, 29.1713, 0.7845, 1946, 72, a2, 011001
transpose, m149, t50, w2, 11789, 160, 61979, 74014, 415.9664, 0.8993, 903, 40, a3, 101000
factorial, m31, t100, w4, 521, 291, 10604, 11478, 342.0645, 0.9677, 403, 18, a5, 000011
bubbleSort, m113, t50, w8, 7282, 128, 72352, 80320, 640.2832, 0.8767, 1900, 41, a5, 000100
add, m12, t100, w4, 153, 291, 133, 630, 11.0833, 0.9167, 583, 13, a4, 010010
parg, m2509, t52, w8, 545851, 22, 809, 547284, 0.3224, 1.0, 418, 2518, a4, 101000
parg, m2509, t52, w8, 550477, 95, 826, 552018, 0.3292, 1.0, 418, 2518, a2, 001000
genPassword, m49, t100, w4, 974, 315, 2034, 3387, 41.5102, 0.8367, 398, 63, a5, 000010
mergeSort, m226, t50, w4, 6803, 151, 22833, 29878, 101.031, 0.9336, 1900, 129, a3, 010011
massive, m49, t60, w4, 1865, 114191, 140721, 256832, 2871.8571, 0.9388, 169, 13, a4, 000000
factorial, m31, t100, w4, 512, 102, 7035, 7792, 226.9355, 0.9677, 403, 18, a3, 111111
massive, m49, t60, w2, 1933, 110130, 340852, 453092, 6956.1633, 0.9388, 169, 13, a3, 000101
longestIncrease, m114, t50, w4, 3184, 3456, 48663, 55395, 426.8684, 0.9035, 1946, 70, a3, 110010
huffmanCoding, m314, t50, w8, 59380, 22, 15356, 74940, 48.9045, 0.9013, 1874, 318, a2, 100000
massive, m49, t60, w8, 1719, 114792, 67168, 183727, 1370.7755, 0.9388, 169, 13, a4, 010000
transpose, m149, t50, w4, 11925, 145, 16758, 29071, 112.4698, 0.8667, 903, 40, a5, 000101
maxArrSumNeg, m112, t50, w2, 3869, 156, 61945, 66653, 553.0804, 0.9358, 1910, 63, a4, 000110
dictionaryOrder, m71, t100, w2, 1941, 315, 20979, 23736, 295.4789, 0.8864, 8248, 32, a5, 010110
squareMatrix, m182, t50, w2, 14509, 159, 68897, 83650, 378.5549, 1.0, 903, 72, a4, 000001
massive, m49, t60, w4, 667, 114279, 124356, 239622, 2537.8776, 0.9388, 169, 13, a2, 000110
bubbleSort, m113, t50, w2, 3644, 162, 147878, 152220, 1308.6549, 0.8696, 1900, 41, a5, 111111
mergeSort, m226, t50, w8, 7075, 148, 10690, 18012, 47.3009, 0.9336, 1900, 129, a2, 010010
selectSort, m92, t50, w2, 3086, 162, 28366, 31998, 308.3261, 0.873, 1900, 45, a5, 111111
maxArrSumNeg, m112, t50, w4, 7606, 53, 23078, 30923, 206.0536, 0.9358, 1910, 63, a3, 100101
add, m12, t100, w8, 600, 68, 304, 1079, 25.3333, 0.9167, 583, 13, a3, 101101
insertSort, m108, t50, w8, 7067, 21, 6284, 13448, 58.1852, 0.9444, 1900, 40, a3, 111001
quickSort, m127, t50, w4, 13277, 50, 31019, 45178, 244.2441, 0.9603, 1900, 56, a2, 101100
longestIncrease, m114, t50, w2, 9670, 9498, 100495, 120080, 881.5351, 0.8889, 1946, 70, a5, 001101
selectSort, m92, t50, w4, 1991, 46, 17637, 19749, 191.7065, 0.8804, 1900, 45, a5, 100011
mergeSort, m226, t50, w4, 20348, 50, 22877, 43371, 101.2257, 0.9336, 1900, 129, a5, 100000
transpose, m149, t50, w2, 11874, 158, 61991, 74552, 416.047, 0.9054, 903, 40, a2, 000101
primes, m68, t100, w4, 1124, 284, 2373, 3840, 34.8971, 0.75, 398, 30, a4, 010010
insertSort, m108, t50, w8, 7168, 152, 6331, 14128, 58.6204, 0.9444, 1900, 40, a2, 000100
insertSort, m108, t50, w4, 7252, 51, 11985, 19480, 110.9722, 0.92, 1900, 40, a5, 110101
squareMatrix, m182, t50, w8, 13929, 23, 10307, 25022, 56.6319, 1.0, 903, 72, a2, 111100
maxArrSumNeg, m112, t50, w8, 7804, 132, 15009, 23024, 134.0089, 0.9107, 1910, 63, a4, 001000
huffmanCodingEff, m199, t50, w4, 31183, 48, 10949, 42539, 55.0201, 0.8027, 1874, 239, a5, 110101
huffmanCoding, m314, t50, w2, 28046, 159, 102387, 132499, 326.0732, 0.9279, 1874, 318, a3, 011110
mergeSort, m226, t50, w2, 20188, 160, 68132, 88574, 301.469, 0.9336, 1900, 129, a5, 010000
huffmanCoding, m314, t50, w8, 57785, 131, 99594, 157686, 317.1783, 0.9013, 1874, 318, a4, 000001
add, m12, t100, w2, 612, 312, 365, 1341, 30.4167, 0.9167, 583, 13, a3, 101001
add, m12, t100, w2, 288, 334, 399, 1074, 33.25, 0.9167, 583, 13, a2, 111011
genPassword, m49, t100, w4, 2927, 100, 2013, 5103, 41.0816, 0.8367, 398, 63, a2, 100000
huffmanCoding, m314, t50, w8, 18957, 20, 15358, 35758, 48.9108, 0.9279, 1874, 318, a2, 110110
primes, m68, t100, w8, 1141, 242, 854, 2294, 12.5588, 0.75, 398, 30, a5, 010011
maxArrSumNeg, m112, t50, w4, 2661, 156, 23233, 26126, 207.4375, 0.9107, 1910, 63, a5, 010010
minProd, m181, t50, w4, 4466, 49, 10591, 15185, 58.5138, 0.7845, 1946, 72, a4, 100011
parg, m2509, t52, w2, 432221, 170, 8442, 441431, 3.3647, 1.0, 418, 2518, a4, 001011
insertSort, m108, t50, w8, 2420, 149, 6332, 9401, 58.6296, 0.9444, 1900, 40, a2, 010110
squareMatrix, m182, t50, w2, 14211, 161, 68749, 84231, 377.7418, 1.0, 903, 72, a4, 100100
maxArrSumNeg, m112, t50, w8, 2710, 22, 62896, 65702, 561.5714, 0.9107, 1910, 63, a4, 100010
quickSort, m127, t50, w2, 6810, 165, 54508, 62351, 429.1969, 0.9432, 1900, 56, a5, 110110
parg, m2509, t52, w2, 439930, 177, 8424, 449124, 3.3575, 1.0, 418, 2518, a3, 100010
transpose, m149, t50, w8, 12111, 146, 10123, 22473, 67.9396, 0.8993, 903, 40, a3, 011001
genPassword, m49, t100, w2, 1492, 319, 5538, 7567, 113.0204, 0.8367, 398, 63, a3, 010111
maxArrSumNeg, m112, t50, w4, 7811, 152, 25153, 33777, 224.5804, 0.9358, 1910, 63, a2, 000100
huffmanCoding, m314, t50, w8, 18382, 20, 18348, 36941, 58.4331, 0.9013, 1874, 318, a5, 110011
quickSort, m127, t50, w4, 4484, 153, 29200, 33947, 229.9213, 0.9528, 1900, 56, a5, 010010
anagram, m60, t100, w2, 3246, 321, 8099, 11727, 134.9833, 0.8667, 1370, 37, a2, 101000
insertSort, m108, t50, w2, 3635, 160, 36910, 40775, 341.7593, 0.9444, 1900, 40, a3, 101010
anagram, m60, t100, w4, 3261, 101, 5002, 8424, 83.3667, 0.8667, 1370, 37, a2, 111001
massive, m49, t60, w4, 672, 114241, 124367, 239332, 2538.102, 0.9388, 169, 13, a5, 001011
insertSort, m108, t50, w8, 2340, 144, 11279, 13837, 104.4352, 0.9444, 1900, 40, a4, 001011
selectSort, m92, t50, w4, 1966, 51, 39110, 41206, 425.1087, 0.8804, 1900, 45, a4, 100011
genPassword, m49, t100, w8, 2882, 42, 946, 3971, 19.3061, 0.8367, 398, 63, a3, 100101
parg, m2509, t52, w4, 534351, 172, 2560, 553150, 1.0203, 1.0, 418, 2518, a2, 010100
longestIncrease, m114, t50, w4, 3153, 10794, 48367, 62413, 424.2719, 0.9035, 1946, 70, a3, 011010
genPassword, m49, t100, w2, 2978, 318, 5565, 8923, 113.5714, 0.8367, 398, 63, a4, 101000
transpose, m149, t50, w4, 11862, 51, 20753, 32756, 139.2819, 0.8993, 903, 40, a2, 101001
selectSort, m92, t50, w4, 6148, 150, 15007, 21478, 163.1196, 0.873, 1900, 45, a5, 000101
quickSort, m127, t50, w8, 4605, 147, 15006, 20160, 118.1575, 0.9603, 1900, 56, a2, 000111
bubbleSort, m113, t50, w4, 2479, 147, 76861, 79720, 680.1858, 0.9182, 1900, 41, a2, 011111
add, m12, t100, w4, 604, 96, 308, 1094, 25.6667, 0.9167, 583, 13, a3, 111101
primes, m68, t100, w2, 3580, 322, 7168, 11122, 105.4118, 0.75, 398, 30, a4, 101001
factorial, m31, t100, w4, 1601, 300, 7390, 9413, 238.3871, 0.9565, 403, 18, a5, 010101
dictionaryOrder, m71, t100, w4, 1170, 315, 11735, 13286, 165.2817, 0.8873, 8248, 32, a3, 001011
massive, m49, t60, w2, 2000, 115472, 155995, 273519, 3183.5714, 1.0, 169, 13, a5, 110001
massive, m49, t60, w4, 669, 114248, 124283, 239519, 2536.3878, 0.9388, 169, 13, a2, 010110
huffmanCoding, m314, t50, w8, 57427, 144, 19245, 77015, 61.2898, 0.9013, 1874, 318, a5, 001001
massive, m49, t60, w4, 1880, 38489, 132200, 172615, 2697.9592, 0.9388, 169, 13, a4, 110001
longestIncrease, m114, t50, w4, 3210, 10211, 50150, 64287, 439.9123, 0.9196, 1946, 70, a2, 001110
dictionaryOrder, m71, t100, w8, 3513, 42, 5001, 8922, 70.4366, 0.9265, 8248, 32, a2, 111100
transpose, m149, t50, w2, 11921, 160, 62038, 74580, 416.3624, 0.9054, 903, 40, a2, 110101
anagram, m60, t100, w2, 1576, 316, 8085, 10356, 134.75, 0.9286, 1370, 37, a4, 000111
transpose, m149, t50, w4, 11820, 50, 16966, 29080, 113.8658, 0.8667, 903, 40, a5, 101101
selectSort, m92, t50, w8, 2059, 150, 5925, 8208, 64.4022, 0.8804, 1900, 45, a5, 001010
quickSort, m127, t50, w2, 13321, 167, 86853, 100456, 683.8819, 0.9528, 1900, 56, a4, 100001
huffmanCodingEff, m199, t50, w4, 9886, 144, 37329, 47955, 187.5829, 0.849, 1874, 239, a4, 000111
add, m12, t100, w2, 630, 309, 364, 1360, 30.3333, 0.9167, 583, 13, a2, 011001
massive, m49, t60, w8, 630, 19133, 114310, 134156, 2332.8571, 0.9388, 169, 13, a3, 111111
primes, m68, t100, w4, 1115, 308, 2537, 4015, 37.3088, 0.75, 398, 30, a2, 001011
longestIncrease, m114, t50, w4, 9814, 10192, 56513, 77234, 495.7281, 0.9196, 1946, 70, a4, 000100
bubbleSort, m113, t50, w4, 2456, 163, 74537, 77400, 659.6195, 0.8696, 1900, 41, a5, 000111
primes, m68, t100, w8, 1080, 276, 863, 2283, 12.6912, 0.75, 398, 30, a2, 010010
bubbleSort, m113, t50, w8, 2465, 20, 75776, 78339, 670.5841, 0.8938, 1900, 41, a5, 110011
primes, m68, t100, w8, 3410, 37, 813, 4315, 11.9559, 0.75, 398, 30, a4, 101000
bubbleSort, m113, t50, w8, 7375, 22, 60581, 68530, 536.115, 0.9182, 1900, 41, a4, 100100
insertSort, m108, t50, w2, 7282, 153, 36753, 44258, 340.3056, 0.9444, 1900, 40, a4, 011001
maxArrSumNeg, m112, t50, w4, 7450, 144, 21403, 29680, 191.0982, 0.9103, 1910, 63, a5, 011100
quickSort, m127, t50, w8, 4698, 20, 82591, 87417, 650.3228, 0.9528, 1900, 56, a4, 110011
huffmanCoding, m314, t50, w4, 53786, 153, 24461, 80310, 77.9013, 0.9027, 1874, 318, a5, 001100
quickSort, m127, t50, w2, 6790, 161, 77101, 84165, 607.0945, 0.9528, 1900, 56, a3, 110010
minProd, m181, t50, w8, 13299, 23, 5030, 19140, 27.7901, 0.8659, 1946, 72, a2, 101100
selectSort, m92, t50, w2, 3084, 161, 40296, 44100, 438, 0.9101, 1900, 45, a3, 110110
quickSort, m127, t50, w8, 4585, 21, 82616, 87800, 650.5197, 0.9603, 1900, 56, a4, 100111
squareMatrix, m182, t50, w8, 4776, 144, 15007, 20157, 82.456, 1.0, 903, 72, a5, 000111
huffmanCoding, m314, t50, w2, 26922, 158, 101511, 128759, 323.2834, 0.9013, 1874, 318, a3, 011011
insertSort, m108, t50, w8, 7043, 142, 37870, 45176, 350.6481, 0.9444, 1900, 40, a4, 010101
primes, m68, t100, w4, 3616, 308, 2542, 6522, 37.3824, 0.75, 398, 30, a2, 001000
squareMatrix, m182, t50, w4, 4649, 48, 23149, 28167, 127.1923, 1.0, 903, 72, a2, 100111
insertSort, m108, t50, w4, 7025, 52, 12339, 19489, 114.25, 0.9444, 1900, 40, a3, 101000
minProd, m181, t50, w4, 4499, 48, 5289, 9913, 29.221, 0.7845, 1946, 72, a2, 100011
squareMatrix, m182, t50, w4, 4840, 154, 30456, 35782, 167.3407, 1.0, 903, 72, a4, 001111
insertSort, m108, t50, w8, 7086, 148, 6292, 13991, 58.2593, 0.9444, 1900, 40, a2, 011100
parg, m2509, t52, w8, 434477, 22, 826, 435931, 0.3292, 1.0, 418, 2518, a2, 110010
quickSort, m127, t50, w8, 14132, 148, 15007, 29397, 118.1654, 0.9528, 1900, 56, a3, 001000
insertSort, m108, t50, w8, 7070, 150, 10005, 17351, 92.6389, 0.92, 1900, 40, a5, 000101
bubbleSort, m113, t50, w4, 7384, 48, 77017, 85242, 681.5664, 0.9182, 1900, 41, a3, 110100
primes, m68, t100, w2, 3544, 319, 7198, 11119, 105.8529, 0.75, 398, 30, a3, 101001
huffmanCoding, m314, t50, w2, 26691, 163, 101344, 128369, 322.7516, 0.9013, 1874, 318, a2, 101011
massive, m49, t60, w4, 661, 114844, 125056, 240610, 2552.1633, 0.9388, 169, 13, a3, 011010
mergeSort, m226, t50, w8, 6975, 146, 10564, 17777, 46.7434, 0.9336, 1900, 129, a2, 011010
insertSort, m108, t50, w2, 3579, 159, 36894, 40707, 341.6111, 0.9444, 1900, 40, a5, 000010
add, m12, t100, w2, 628, 311, 347, 1342, 28.9167, 0.9167, 583, 13, a2, 110001
massive, m49, t60, w2, 981, 110120, 159349, 270762, 3252.0204, 1.0, 169, 13, a5, 011110
huffmanCoding, m314, t50, w2, 26805, 159, 101045, 128182, 321.7994, 0.9013, 1874, 318, a4, 000011
add, m12, t100, w4, 155, 313, 117, 643, 9.75, 0.9167, 583, 13, a4, 001011
huffmanCodingEff, m199, t50, w2, 15092, 163, 40656, 56074, 204.3015, 0.8191, 1874, 239, a3, 000011
selectSort, m92, t50, w4, 2013, 147, 15077, 17307, 163.8804, 0.8804, 1900, 45, a3, 000010
genPassword, m49, t100, w8, 2788, 38, 1546, 4651, 31.551, 0.8367, 398, 63, a4, 111100
add, m12, t100, w8, 566, 222, 294, 1190, 24.5, 0.9, 583, 13, a5, 000100
genPassword, m49, t100, w2, 1501, 312, 5550, 7635, 113.2653, 0.8367, 398, 63, a4, 000111
dictionaryOrder, m71, t100, w2, 1903, 315, 33637, 36175, 473.7606, 0.9265, 8248, 32, a3, 011111
mergeSort, m226, t50, w8, 20647, 127, 14050, 34916, 62.1681, 0.9336, 1900, 129, a5, 011001
dictionaryOrder, m71, t100, w4, 1216, 99, 11758, 13144, 165.6056, 0.8873, 8248, 32, a2, 101011
genPassword, m49, t100, w8, 984, 277, 3974, 5305, 81.102, 0.8367, 398, 63, a4, 000011
squareMatrix, m182, t50, w4, 4661, 51, 23217, 28004, 127.5659, 1.0, 903, 72, a5, 111010
dictionaryOrder, m71, t100, w4, 1186, 290, 11793, 13334, 166.0986, 0.8873, 8248, 32, a3, 010011
massive, m49, t60, w2, 1876, 109752, 344468, 456144, 7029.9592, 0.9388, 169, 13, a5, 101000
factorial, m31, t100, w8, 1508, 41, 7053, 8785, 227.5161, 0.9565, 403, 18, a5, 111100
huffmanCodingEff, m199, t50, w2, 29990, 171, 40828, 71149, 205.1658, 0.8191, 1874, 239, a2, 010000
massive, m49, t60, w2, 948, 109709, 269311, 380021, 5496.1429, 1.0, 169, 13, a5, 011011
transpose, m149, t50, w8, 3866, 143, 10122, 14904, 67.9329, 0.9054, 903, 40, a2, 000110
squareMatrix, m182, t50, w8, 14092, 21, 10324, 24527, 56.7253, 1.0, 903, 72, a3, 111000
primes, m68, t100, w2, 3601, 316, 6618, 10804, 97.3235, 0.75, 398, 30, a4, 001101
longestIncrease, m114, t50, w2, 4830, 9685, 131960, 146571, 1157.5439, 0.9035, 1946, 70, a2, 111010
quickSort, m127, t50, w8, 13944, 151, 15007, 29276, 118.1654, 0.9603, 1900, 56, a3, 010101
genPassword, m49, t100, w8, 2886, 295, 954, 4198, 19.4694, 0.8367, 398, 63, a3, 010001
dictionaryOrder, m71, t100, w2, 3596, 325, 20888, 25333, 294.1972, 0.8864, 8248, 32, a5, 101100
huffmanCoding, m314, t50, w4, 53705, 151, 34084, 89849, 108.5478, 0.9279, 1874, 318, a2, 011100
genPassword, m49, t100, w8, 2790, 41, 911, 3810, 18.5918, 0.8367, 398, 63, a3, 111001
squareMatrix, m182, t50, w4, 4630, 149, 23149, 28894, 127.1923, 1.0, 903, 72, a3, 011110
transpose, m149, t50, w2, 5780, 162, 61989, 68718, 416.0336, 0.9054, 903, 40, a3, 001111
