file name, mutants, tests, cores, compilation time, original time, mutants time, total time, time per mutant, mutation score, ts size, lines, algorithm, optimizations
selectSort, m92, t50, w2, 6298, 166, 40290, 47350, 437.9348, 0.9101, 1900, 45, a2, 000100
parg, m2509, t52, w4, 530996, 158, 2748, 537577, 1.0953, 1.0, 418, 2518, a4, 001101
factorial, m31, t100, w8, 505, 40, 5272, 5876, 170.0645, 0.9677, 403, 18, a5, 110011
genPassword, m49, t100, w2, 1483, 313, 5531, 7698, 112.8776, 0.8367, 398, 63, a3, 100110
parg, m2509, t52, w8, 436178, 137, 53578, 490494, 21.3543, 1.0, 418, 2518, a4, 011010
transpose, m149, t50, w4, 11757, 45, 61265, 73307, 411.1745, 0.9054, 903, 40, a4, 110101
selectSort, m92, t50, w8, 2055, 28, 5904, 8414, 64.1739, 0.9101, 1900, 45, a2, 111110
selectSort, m92, t50, w4, 6094, 146, 15010, 21825, 163.1522, 0.9101, 1900, 45, a3, 001100
quickSort, m127, t50, w8, 13603, 23, 15006, 29205, 118.1575, 0.9603, 1900, 56, a2, 110100
parg, m2509, t52, w4, 428718, 53, 2560, 446970, 1.0203, 1.0, 418, 2518, a3, 100110
huffmanCoding, m314, t50, w4, 17855, 162, 97610, 116679, 310.8599, 0.9279, 1874, 318, a4, 000111
parg, m2509, t52, w8, 546017, 125, 811, 547559, 0.3232, 1.0, 418, 2518, a2, 000001
add, m12, t100, w4, 574, 300, 310, 1242, 25.8333, 0.9167, 583, 13, a2, 000000
bubbleSort, m113, t50, w2, 7445, 164, 222135, 229812, 1965.7965, 0.8938, 1900, 41, a5, 000000
factorial, m31, t100, w8, 515, 301, 7056, 7951, 227.6129, 0.9565, 403, 18, a5, 001111
selectSort, m92, t50, w8, 2066, 147, 5895, 8189, 64.0761, 0.8804, 1900, 45, a2, 001011
factorial, m31, t100, w4, 512, 287, 19340, 20201, 623.871, 0.9677, 403, 18, a4, 000010
huffmanCodingEff, m199, t50, w8, 32100, 21, 6103, 38395, 30.6683, 0.8191, 1874, 239, a5, 110001
huffmanCoding, m314, t50, w8, 18637, 21, 37783, 57967, 120.328, 0.9013, 1874, 318, a4, 111110
huffmanCoding, m314, t50, w2, 26947, 162, 101680, 128965, 323.8217, 0.9013, 1874, 318, a2, 010010
parg, m2509, t52, w2, 429240, 171, 8785, 438781, 3.5014, 1.0, 418, 2518, a3, 101011
insertSort, m108, t50, w8, 7174, 121, 6339, 13706, 58.6944, 0.9444, 1900, 40, a2, 000000
minProd, m181, t50, w8, 4447, 21, 5034, 9583, 27.8122, 0.7845, 1946, 72, a3, 110011
insertSort, m108, t50, w4, 7221, 151, 20998, 28988, 194.4259, 0.9444, 1900, 40, a4, 001100
huffmanCodingEff, m199, t50, w8, 31557, 132, 10191, 42851, 51.2111, 0.8092, 1874, 239, a5, 001100
quickSort, m127, t50, w2, 6779, 157, 86850, 93899, 683.8583, 0.9528, 1900, 56, a3, 001011
anagram, m60, t100, w2, 1601, 327, 8103, 10457, 135.05, 0.9286, 1370, 37, a2, 110110
longestIncrease, m114, t50, w4, 3139, 10201, 50358, 63789, 441.7368, 0.9035, 1946, 70, a5, 010010
squareMatrix, m182, t50, w4, 4694, 49, 69344, 74440, 381.011, 1.0, 903, 72, a4, 110111
dictionaryOrder, m71, t100, w8, 1189, 275, 5002, 6532, 70.4507, 0.8873, 8248, 32, a2, 001010
transpose, m149, t50, w8, 12356, 21, 61246, 73713, 411.047, 0.8993, 903, 40, a4, 110000
longestIncrease, m114, t50, w4, 3190, 3474, 48832, 56199, 428.3509, 0.9035, 1946, 70, a4, 101110
maxArrSumNeg, m112, t50, w8, 2643, 21, 26461, 29655, 236.2589, 0.9107, 1910, 63, a4, 101110
parg, m2509, t52, w4, 529936, 56, 2624, 533246, 1.0458, 1.0, 418, 2518, a4, 111000
huffmanCodingEff, m199, t50, w8, 32150, 22, 6074, 38401, 30.5226, 0.8191, 1874, 239, a3, 110000
bubbleSort, m113, t50, w8, 7201, 22, 60324, 67682, 533.8407, 0.9182, 1900, 41, a4, 110101
squareMatrix, m182, t50, w4, 14515, 159, 23316, 38243, 128.1099, 1.0, 903, 72, a2, 010101
dictionaryOrder, m71, t100, w4, 3599, 99, 11635, 15840, 163.8732, 0.9265, 8248, 32, a3, 100100
add, m12, t100, w4, 150, 281, 114, 643, 9.5, 0.9167, 583, 13, a4, 001111
huffmanCoding, m314, t50, w4, 18097, 146, 51903, 71400, 165.2962, 0.9013, 1874, 318, a4, 011111
huffmanCodingEff, m199, t50, w4, 10278, 50, 13806, 24765, 69.3769, 0.849, 1874, 239, a3, 110111
parg, m2509, t52, w4, 427021, 162, 2572, 433425, 1.0251, 1.0, 418, 2518, a2, 011111
bubbleSort, m113, t50, w8, 7165, 21, 74235, 81987, 656.9469, 0.9182, 1900, 41, a2, 111100
quickSort, m127, t50, w4, 4541, 148, 31089, 35883, 244.7953, 0.9528, 1900, 56, a2, 011010
squareMatrix, m182, t50, w2, 14169, 156, 68698, 84107, 377.4615, 1.0, 903, 72, a3, 101100
minProd, m181, t50, w8, 13121, 135, 7832, 21254, 43.2707, 0.7845, 1946, 72, a4, 001101
minProd, m181, t50, w8, 13367, 22, 9312, 22783, 51.4475, 0.7845, 1946, 72, a4, 100001
factorial, m31, t100, w2, 1601, 313, 19528, 21500, 629.9355, 0.9677, 403, 18, a3, 110001
selectSort, m92, t50, w4, 2028, 146, 15008, 17779, 163.1304, 0.8769, 1900, 45, a5, 000110
longestIncrease, m114, t50, w4, 3191, 3436, 48950, 55678, 429.386, 0.9035, 1946, 70, a5, 100010
insertSort, m108, t50, w8, 6957, 149, 9350, 16528, 86.5741, 0.9444, 1900, 40, a5, 011000
add, m12, t100, w2, 280, 311, 414, 1063, 34.5, 0.9167, 583, 13, a2, 001010
primes, m68, t100, w8, 3282, 40, 5736, 9116, 84.3529, 0.75, 398, 30, a5, 110001
anagram, m60, t100, w8, 3021, 288, 5002, 8375, 83.3667, 0.8667, 1370, 37, a2, 010001
add, m12, t100, w2, 626, 335, 363, 1433, 30.25, 0.9167, 583, 13, a4, 110101
dictionaryOrder, m71, t100, w8, 3471, 39, 5001, 8580, 70.4366, 0.8873, 8248, 32, a2, 100000
primes, m68, t100, w4, 1191, 102, 5195, 6541, 76.3971, 0.75, 398, 30, a4, 110011
insertSort, m108, t50, w4, 7112, 150, 36053, 43390, 333.8241, 0.9444, 1900, 40, a4, 010000
huffmanCodingEff, m199, t50, w4, 31727, 49, 13899, 45836, 69.8442, 0.8191, 1874, 239, a4, 101000
dictionaryOrder, m71, t100, w4, 1182, 101, 9236, 10877, 130.0845, 0.8438, 8248, 32, a5, 111111
add, m12, t100, w8, 164, 244, 50, 537, 4.1667, 0.9167, 583, 13, a4, 011111
huffmanCoding, m314, t50, w2, 27706, 161, 102743, 132777, 327.207, 0.9279, 1874, 318, a2, 011110
primes, m68, t100, w8, 3362, 38, 882, 4337, 12.9706, 0.75, 398, 30, a5, 101001
quickSort, m127, t50, w2, 13530, 161, 86885, 101449, 684.1339, 0.9603, 1900, 56, a3, 100100
maxArrSumNeg, m112, t50, w2, 7667, 156, 70989, 79221, 633.8304, 0.9358, 1910, 63, a3, 001101
anagram, m60, t100, w8, 1004, 41, 5427, 6533, 90.45, 0.8667, 1370, 37, a4, 110010
maxArrSumNeg, m112, t50, w2, 3921, 157, 65957, 70709, 588.9018, 0.9358, 1910, 63, a3, 000110
maxArrSumNeg, m112, t50, w8, 2724, 147, 25008, 28396, 223.2857, 0.9107, 1910, 63, a4, 011110
squareMatrix, m182, t50, w8, 4745, 144, 10331, 16079, 56.7637, 1.0, 903, 72, a2, 011110
squareMatrix, m182, t50, w8, 4713, 22, 10397, 15213, 57.1264, 1.0, 903, 72, a2, 111010
selectSort, m92, t50, w8, 6092, 21, 10004, 16540, 108.7391, 0.8769, 1900, 45, a5, 101100
insertSort, m108, t50, w2, 7158, 160, 36841, 44229, 341.1204, 0.9444, 1900, 40, a2, 010000
mergeSort, m226, t50, w4, 20079, 148, 22793, 43337, 100.854, 0.9336, 1900, 129, a3, 010101
primes, m68, t100, w2, 1777, 314, 7184, 9576, 105.6471, 0.8793, 398, 30, a2, 110111
huffmanCodingEff, m199, t50, w2, 30841, 156, 40789, 73010, 204.9698, 0.849, 1874, 239, a4, 110100
massive, m49, t60, w4, 1887, 38294, 124410, 164908, 2538.9796, 0.9388, 169, 13, a3, 111100
parg, m2509, t52, w2, 514614, 176, 8485, 533848, 3.3818, 1.0, 418, 2518, a4, 110101
primes, m68, t100, w8, 1108, 37, 794, 2068, 11.6765, 0.75, 398, 30, a4, 101111
factorial, m31, t100, w8, 1485, 43, 5076, 6698, 163.7419, 0.9677, 403, 18, a2, 111101
primes, m68, t100, w4, 1174, 103, 2529, 4250, 37.1912, 0.8793, 398, 30, a4, 110110
add, m12, t100, w4, 613, 294, 130, 1123, 10.8333, 0.9167, 583, 13, a4, 000101
parg, m2509, t52, w2, 426630, 180, 8555, 452347, 3.4097, 1.0, 418, 2518, a4, 111110
insertSort, m108, t50, w2, 7347, 164, 36858, 45044, 341.2778, 0.9444, 1900, 40, a2, 100100
minProd, m181, t50, w4, 13080, 50, 5296, 18699, 29.2597, 0.8659, 1946, 72, a2, 110101
massive, m49, t60, w4, 1878, 38301, 124415, 164643, 2539.0816, 0.9388, 169, 13, a2, 100000
anagram, m60, t100, w8, 1038, 41, 5002, 6144, 83.3667, 0.8667, 1370, 37, a3, 111010
mergeSort, m226, t50, w2, 20151, 158, 68226, 88630, 301.885, 0.9336, 1900, 129, a4, 001000
longestIncrease, m114, t50, w8, 10338, 2281, 24845, 37560, 217.9386, 0.9035, 1946, 70, a3, 110000
huffmanCoding, m314, t50, w2, 26716, 162, 101177, 128226, 322.2197, 0.9013, 1874, 318, a2, 000010
huffmanCodingEff, m199, t50, w2, 15299, 158, 41078, 57743, 206.4221, 0.849, 1874, 239, a4, 110110
genPassword, m49, t100, w4, 2948, 98, 2045, 5475, 41.7347, 0.8367, 398, 63, a3, 111100
insertSort, m108, t50, w8, 2355, 146, 10005, 12994, 92.6389, 0.9211, 1900, 40, a5, 011110
bubbleSort, m113, t50, w4, 7448, 48, 141265, 148984, 1250.1327, 0.8938, 1900, 41, a4, 111101
transpose, m149, t50, w8, 3797, 152, 61303, 65344, 411.4295, 0.8993, 903, 40, a4, 000011
parg, m2509, t52, w4, 425197, 53, 2868, 444589, 1.1431, 1.0, 418, 2518, a4, 111110
insertSort, m108, t50, w4, 7242, 147, 11964, 19536, 110.7778, 0.92, 1900, 40, a5, 001101
huffmanCodingEff, m199, t50, w2, 29261, 157, 40428, 69999, 203.1558, 0.8191, 1874, 239, a2, 000000
selectSort, m92, t50, w2, 3079, 163, 40145, 43458, 436.3587, 0.8804, 1900, 45, a2, 011010
massive, m49, t60, w4, 663, 114268, 131549, 246798, 2684.6735, 0.9388, 169, 13, a4, 010110
huffmanCoding, m314, t50, w2, 26656, 164, 101264, 130010, 322.4968, 0.9279, 1874, 318, a4, 000110
squareMatrix, m182, t50, w4, 4756, 147, 23142, 28119, 127.1538, 1.0, 903, 72, a2, 011010
massive, m49, t60, w2, 1005, 110483, 344071, 455884, 7021.8571, 0.9388, 169, 13, a2, 100110
quickSort, m127, t50, w8, 14533, 139, 15006, 29793, 118.1575, 0.9528, 1900, 56, a3, 011001
transpose, m149, t50, w2, 5869, 158, 62355, 68471, 418.4899, 0.8993, 903, 40, a3, 101010
selectSort, m92, t50, w8, 6227, 131, 5922, 12359, 64.3696, 0.8804, 1900, 45, a3, 000001
huffmanCoding, m314, t50, w2, 26332, 163, 101590, 128260, 323.535, 0.9013, 1874, 318, a4, 111010
anagram, m60, t100, w2, 3279, 319, 6604, 10468, 110.0667, 0.8857, 1370, 37, a5, 000101
massive, m49, t60, w8, 1682, 19118, 75601, 96452, 1542.8776, 0.9388, 169, 13, a4, 100000
genPassword, m49, t100, w8, 1002, 293, 969, 2327, 19.7755, 0.8367, 398, 63, a5, 001010
massive, m49, t60, w4, 1869, 114621, 124333, 240871, 2537.4082, 0.9388, 169, 13, a2, 000001
insertSort, m108, t50, w8, 2414, 137, 37291, 39914, 345.287, 0.9444, 1900, 40, a4, 010010
mergeSort, m226, t50, w2, 20083, 159, 68106, 89663, 301.354, 0.9336, 1900, 129, a4, 100100
massive, m49, t60, w4, 662, 114406, 129668, 244849, 2646.2857, 0.8966, 169, 13, a5, 000111
genPassword, m49, t100, w2, 1486, 317, 5548, 7415, 113.2245, 0.8367, 398, 63, a4, 111011
factorial, m31, t100, w2, 1631, 322, 19511, 21728, 629.3871, 0.9677, 403, 18, a2, 011100
minProd, m181, t50, w8, 13089, 22, 5030, 18303, 27.7901, 0.8659, 1946, 72, a2, 100101
factorial, m31, t100, w2, 785, 324, 19536, 20707, 630.1935, 0.9677, 403, 18, a5, 111010
primes, m68, t100, w8, 1102, 40, 885, 2145, 13.0147, 0.8644, 398, 30, a4, 100111
anagram, m60, t100, w2, 1588, 315, 8147, 10109, 135.7833, 0.8667, 1370, 37, a4, 110011
massive, m49, t60, w2, 1876, 114022, 357738, 473680, 7300.7755, 0.9388, 169, 13, a2, 001000
factorial, m31, t100, w2, 1595, 318, 19619, 21720, 632.871, 0.9677, 403, 18, a2, 100101
mergeSort, m226, t50, w8, 20808, 21, 69889, 90818, 309.2434, 0.9336, 1900, 129, a4, 100001
mergeSort, m226, t50, w8, 6908, 19, 10577, 17594, 46.8009, 0.9336, 1900, 129, a2, 100011
anagram, m60, t100, w2, 1598, 308, 6595, 8836, 109.9167, 0.8857, 1370, 37, a5, 000111
minProd, m181, t50, w4, 13272, 164, 5284, 18986, 29.1934, 0.8659, 1946, 72, a3, 001101
massive, m49, t60, w8, 636, 114199, 114406, 229489, 2334.8163, 0.9388, 169, 13, a3, 000110
longestIncrease, m114, t50, w4, 3125, 10762, 48221, 62198, 422.9912, 0.9035, 1946, 70, a3, 011011
longestIncrease, m114, t50, w2, 4888, 9711, 132997, 148143, 1166.6404, 0.9196, 1946, 70, a2, 111111
massive, m49, t60, w2, 1897, 113287, 353365, 468875, 7211.5306, 0.9388, 169, 13, a4, 001100
maxArrSumNeg, m112, t50, w4, 2610, 50, 20489, 23222, 182.9375, 0.9107, 1910, 63, a2, 100011
squareMatrix, m182, t50, w2, 14598, 159, 69411, 84262, 381.3791, 1.0, 903, 72, a2, 010001
selectSort, m92, t50, w2, 6217, 165, 40070, 46525, 435.5435, 0.8804, 1900, 45, a4, 100001
parg, m2509, t52, w2, 524538, 178, 8699, 534021, 3.4671, 1.0, 418, 2518, a3, 010001
dictionaryOrder, m71, t100, w2, 1950, 321, 20728, 23309, 291.9437, 0.8438, 8248, 32, a5, 101111
mergeSort, m226, t50, w8, 20942, 137, 14175, 35348, 62.7212, 0.9336, 1900, 129, a5, 001001
quickSort, m127, t50, w8, 4636, 149, 36270, 41702, 285.5906, 0.9528, 1900, 56, a4, 011110
transpose, m149, t50, w2, 11869, 160, 62006, 74125, 416.1477, 0.8993, 903, 40, a5, 000000
selectSort, m92, t50, w4, 2044, 151, 17593, 19857, 191.2283, 0.8804, 1900, 45, a5, 010011
quickSort, m127, t50, w8, 13839, 138, 20007, 34100, 157.5354, 0.9528, 1900, 56, a4, 001000
transpose, m149, t50, w8, 12231, 20, 15007, 27856, 100.7181, 0.8667, 903, 40, a5, 100100
anagram, m60, t100, w2, 1576, 310, 8135, 10080, 135.5833, 0.8667, 1370, 37, a4, 000010
anagram, m60, t100, w2, 3298, 316, 6620, 10667, 110.3333, 0.8857, 1370, 37, a5, 001100
maxArrSumNeg, m112, t50, w4, 2615, 51, 26464, 29207, 236.2857, 0.9107, 1910, 63, a4, 101011
squareMatrix, m182, t50, w4, 14260, 49, 22991, 37383, 126.3242, 1.0, 903, 72, a5, 111001
transpose, m149, t50, w4, 11865, 47, 16786, 28944, 112.6577, 0.8667, 903, 40, a5, 100101
quickSort, m127, t50, w2, 6790, 163, 86874, 94691, 684.0472, 0.9603, 1900, 56, a2, 001110
factorial, m31, t100, w2, 1594, 317, 19559, 21529, 630.9355, 0.9677, 403, 18, a5, 100000
primes, m68, t100, w2, 1774, 317, 7205, 9651, 105.9559, 0.8793, 398, 30, a2, 000111
parg, m2509, t52, w2, 528918, 172, 8597, 554219, 3.4265, 1.0, 418, 2518, a5, 011100
insertSort, m108, t50, w4, 2392, 53, 12427, 14940, 115.0648, 0.9444, 1900, 40, a5, 111010
squareMatrix, m182, t50, w8, 14438, 21, 10333, 25508, 56.7747, 1.0, 903, 72, a3, 110100
huffmanCoding, m314, t50, w8, 20511, 23, 15546, 36305, 49.5096, 0.9013, 1874, 318, a3, 100011
transpose, m149, t50, w8, 11947, 147, 61051, 73805, 409.7383, 0.9054, 903, 40, a4, 010100
longestIncrease, m114, t50, w8, 10270, 2277, 22324, 35026, 195.8246, 0.8889, 1946, 70, a5, 101101
massive, m49, t60, w8, 1670, 114312, 114356, 230387, 2333.7959, 0.9388, 169, 13, a2, 011000
transpose, m149, t50, w4, 3846, 50, 20881, 24862, 140.1409, 0.8993, 903, 40, a5, 111011
add, m12, t100, w4, 592, 296, 317, 1268, 26.4167, 0.9167, 583, 13, a2, 010001
huffmanCodingEff, m199, t50, w2, 29240, 159, 40683, 70242, 204.4372, 0.8191, 1874, 239, a3, 010001
primes, m68, t100, w2, 1719, 320, 6632, 9046, 97.5294, 0.75, 398, 30, a4, 101111
massive, m49, t60, w8, 1727, 116093, 47004, 164878, 959.2653, 1.0, 169, 13, a5, 010000
factorial, m31, t100, w4, 532, 308, 7043, 7956, 227.1935, 0.9677, 403, 18, a2, 011011
mergeSort, m226, t50, w4, 19927, 50, 66656, 86733, 294.9381, 0.9336, 1900, 129, a4, 110000
insertSort, m108, t50, w4, 2351, 145, 12344, 14916, 114.2963, 0.9444, 1900, 40, a2, 001011
factorial, m31, t100, w4, 1606, 309, 19320, 21292, 623.2258, 0.9677, 403, 18, a4, 000000
longestIncrease, m114, t50, w4, 3150, 3451, 59315, 66606, 520.307, 0.9196, 1946, 70, a4, 110110
anagram, m60, t100, w4, 1059, 102, 5003, 6221, 83.3833, 0.8667, 1370, 37, a2, 100011
longestIncrease, m114, t50, w4, 9902, 3472, 50785, 64253, 445.4825, 0.9035, 1946, 70, a5, 111000
parg, m2509, t52, w4, 427269, 175, 2572, 430619, 1.0251, 1.0, 418, 2518, a3, 010010
primes, m68, t100, w2, 3624, 310, 6636, 11017, 97.5882, 0.75, 398, 30, a4, 001100
insertSort, m108, t50, w4, 7195, 53, 12327, 19648, 114.1389, 0.9444, 1900, 40, a3, 100000
huffmanCoding, m314, t50, w2, 52162, 167, 101929, 154427, 324.6146, 0.9013, 1874, 318, a3, 110000
selectSort, m92, t50, w8, 2039, 138, 39772, 42027, 432.3043, 0.8804, 1900, 45, a4, 000010
bubbleSort, m113, t50, w2, 7388, 160, 216260, 224615, 1913.8053, 0.9182, 1900, 41, a3, 111100
anagram, m60, t100, w8, 1034, 40, 5002, 6139, 83.3667, 0.8667, 1370, 37, a2, 101010
squareMatrix, m182, t50, w8, 14689, 136, 10359, 25271, 56.9176, 1.0, 903, 72, a2, 000000
insertSort, m108, t50, w4, 2378, 50, 12381, 15475, 114.6389, 0.9444, 1900, 40, a3, 111110
parg, m2509, t52, w4, 532978, 172, 2564, 536320, 1.0219, 1.0, 418, 2518, a2, 010001
add, m12, t100, w2, 291, 321, 360, 1080, 30, 0.9167, 583, 13, a4, 111111
insertSort, m108, t50, w8, 7140, 21, 11263, 18497, 104.287, 0.9444, 1900, 40, a4, 101000
genPassword, m49, t100, w8, 958, 286, 741, 2308, 15.1224, 0.7895, 398, 63, a5, 001110
longestIncrease, m114, t50, w4, 3173, 3458, 49089, 55819, 430.6053, 0.9035, 1946, 70, a3, 100010
massive, m49, t60, w4, 634, 38262, 124337, 163289, 2537.4898, 0.9388, 169, 13, a5, 101010
parg, m2509, t52, w2, 501243, 158, 8639, 510789, 3.4432, 1.0, 418, 2518, a2, 000010
mergeSort, m226, t50, w8, 20651, 130, 10543, 31422, 46.6504, 0.9336, 1900, 129, a2, 011000
mergeSort, m226, t50, w8, 7092, 126, 15573, 22887, 68.9071, 0.9336, 1900, 129, a4, 011011
quickSort, m127, t50, w4, 13282, 50, 81420, 95008, 641.1024, 0.9603, 1900, 56, a4, 110101
bubbleSort, m113, t50, w8, 7391, 148, 60096, 68211, 531.823, 0.9182, 1900, 41, a4, 010100
insertSort, m108, t50, w8, 7199, 135, 10005, 17471, 92.6389, 0.92, 1900, 40, a5, 001101
anagram, m60, t100, w2, 1596, 315, 8090, 10304, 134.8333, 0.9286, 1370, 37, a3, 111111
quickSort, m127, t50, w4, 13385, 147, 46641, 60427, 367.252, 0.9528, 1900, 56, a4, 011101
selectSort, m92, t50, w4, 2087, 151, 15007, 17429, 163.1196, 0.873, 1900, 45, a5, 010111
primes, m68, t100, w2, 1763, 321, 7333, 9474, 107.8382, 0.75, 398, 30, a5, 000010
quickSort, m127, t50, w4, 13376, 147, 72772, 86407, 573.0079, 0.9528, 1900, 56, a4, 010000
mergeSort, m226, t50, w8, 21567, 123, 10657, 32448, 47.1549, 0.9336, 1900, 129, a2, 000000
massive, m49, t60, w8, 634, 19142, 71159, 90984, 1452.2245, 0.9388, 169, 13, a4, 101011
huffmanCodingEff, m199, t50, w2, 30090, 159, 40533, 71994, 203.6834, 0.849, 1874, 239, a3, 110100
add, m12, t100, w2, 269, 315, 438, 1080, 36.5, 0.9167, 583, 13, a4, 001011
dictionaryOrder, m71, t100, w8, 1173, 43, 5004, 6567, 70.4789, 0.9265, 8248, 32, a2, 101111
huffmanCoding, m314, t50, w4, 17942, 50, 34337, 52511, 109.3535, 0.9013, 1874, 318, a2, 110011
primes, m68, t100, w4, 3526, 297, 2519, 6396, 37.0441, 0.75, 398, 30, a2, 010001
primes, m68, t100, w4, 1139, 101, 2530, 4197, 37.2059, 0.8793, 398, 30, a3, 111110
add, m12, t100, w4, 162, 102, 316, 639, 26.3333, 0.9167, 583, 13, a5, 110010
bubbleSort, m113, t50, w2, 3715, 157, 213865, 218287, 1892.6106, 0.9182, 1900, 41, a3, 011111
quickSort, m127, t50, w8, 13856, 22, 82580, 97032, 650.2362, 0.9603, 1900, 56, a4, 100100
genPassword, m49, t100, w4, 947, 292, 1928, 3235, 39.3469, 0.8367, 398, 63, a5, 010010
longestIncrease, m114, t50, w8, 3252, 10454, 22850, 36969, 200.4386, 0.8861, 1946, 70, a5, 011111
add, m12, t100, w2, 298, 328, 332, 1090, 27.6667, 0.9, 583, 13, a5, 101111
add, m12, t100, w8, 166, 248, 67, 543, 5.5833, 0.9167, 583, 13, a4, 010011
maxArrSumNeg, m112, t50, w4, 7561, 51, 23087, 30890, 206.1339, 0.9358, 1910, 63, a2, 100101
dictionaryOrder, m71, t100, w2, 3654, 314, 33550, 37582, 472.5352, 0.8873, 8248, 32, a3, 101001
selectSort, m92, t50, w2, 3036, 157, 40082, 43346, 435.6739, 0.8804, 1900, 45, a4, 010011
minProd, m181, t50, w2, 13058, 166, 10791, 24617, 59.6188, 0.8103, 1946, 72, a5, 010101
selectSort, m92, t50, w4, 6143, 150, 15009, 21473, 163.1413, 0.9101, 1900, 45, a2, 001101
transpose, m149, t50, w8, 11740, 144, 10123, 22097, 67.9396, 0.8993, 903, 40, a3, 000001
factorial, m31, t100, w2, 772, 315, 19507, 20839, 629.2581, 0.9677, 403, 18, a2, 011111
insertSort, m108, t50, w8, 7021, 154, 6334, 13586, 58.6481, 0.9444, 1900, 40, a3, 010000
squareMatrix, m182, t50, w8, 14110, 22, 10330, 25237, 56.7582, 1.0, 903, 72, a3, 101100
anagram, m60, t100, w4, 1016, 96, 5002, 6174, 83.3667, 0.8667, 1370, 37, a3, 110010
quickSort, m127, t50, w4, 4523, 149, 31027, 36547, 244.3071, 0.9603, 1900, 56, a2, 001110
genPassword, m49, t100, w8, 2898, 271, 954, 4191, 19.4694, 0.8367, 398, 63, a3, 011000
factorial, m31, t100, w8, 515, 289, 7094, 8094, 228.8387, 0.9565, 403, 18, a5, 011110
genPassword, m49, t100, w2, 1464, 323, 5600, 7449, 114.2857, 0.8367, 398, 63, a3, 111010
maxArrSumNeg, m112, t50, w8, 7855, 129, 10571, 19050, 94.3839, 0.9358, 1910, 63, a2, 001100
longestIncrease, m114, t50, w2, 9846, 9785, 136824, 157178, 1200.2105, 0.9196, 1946, 70, a3, 100100
genPassword, m49, t100, w2, 1463, 308, 5406, 7424, 110.3265, 0.8367, 398, 63, a4, 011111
insertSort, m108, t50, w8, 2357, 149, 6353, 9045, 58.8241, 0.9444, 1900, 40, a2, 010111
anagram, m60, t100, w4, 3155, 291, 5003, 8507, 83.3833, 0.8667, 1370, 37, a3, 001000
huffmanCodingEff, m199, t50, w4, 9964, 152, 13904, 24185, 69.8693, 0.8191, 1874, 239, a5, 011011
dictionaryOrder, m71, t100, w8, 3447, 290, 10004, 13847, 140.9014, 0.8438, 8248, 32, a5, 001101
bubbleSort, m113, t50, w8, 2459, 20, 75539, 78087, 668.4867, 0.8938, 1900, 41, a2, 101010
selectSort, m92, t50, w8, 6602, 21, 17008, 24019, 184.8696, 0.8804, 1900, 45, a4, 111100
massive, m49, t60, w4, 1886, 38335, 122709, 163039, 2504.2653, 0.9388, 169, 13, a4, 101101
longestIncrease, m114, t50, w8, 10099, 10372, 21893, 42911, 192.0439, 0.8902, 1946, 70, a5, 001100
primes, m68, t100, w8, 3363, 268, 807, 4773, 11.8676, 0.75, 398, 30, a4, 001100
factorial, m31, t100, w2, 1659, 318, 19661, 21831, 634.2258, 0.9677, 403, 18, a2, 001101
dictionaryOrder, m71, t100, w2, 3587, 326, 33577, 37790, 472.9155, 0.9265, 8248, 32, a3, 101101
anagram, m60, t100, w2, 1559, 319, 8179, 10114, 136.3167, 0.8667, 1370, 37, a2, 110010
add, m12, t100, w2, 613, 327, 358, 1426, 29.8333, 0.9167, 583, 13, a2, 101100
dictionaryOrder, m71, t100, w2, 3603, 324, 33585, 37995, 473.0282, 0.9265, 8248, 32, a2, 110100
maxArrSumNeg, m112, t50, w2, 8142, 197, 44323, 53346, 395.7411, 0.9103, 1910, 63, a5, 000100
primes, m68, t100, w4, 3574, 105, 2535, 6263, 37.2794, 0.75, 398, 30, a2, 100000
genPassword, m49, t100, w4, 2948, 96, 1685, 5112, 34.3878, 0.7895, 398, 63, a5, 111100
factorial, m31, t100, w8, 505, 280, 5081, 5931, 163.9032, 0.9677, 403, 18, a2, 010010
bubbleSort, m113, t50, w4, 7292, 50, 79278, 86686, 701.5752, 0.8938, 1900, 41, a5, 101001
bubbleSort, m113, t50, w8, 2457, 21, 74912, 77938, 662.9381, 0.9182, 1900, 41, a2, 111110
factorial, m31, t100, w4, 1549, 302, 7041, 9144, 227.129, 0.9677, 403, 18, a2, 000100
huffmanCodingEff, m199, t50, w2, 29640, 164, 41153, 72217, 206.799, 0.849, 1874, 239, a3, 001100
massive, m49, t60, w2, 959, 111078, 349062, 461148, 7123.7143, 0.9388, 169, 13, a2, 110011
quickSort, m127, t50, w4, 4485, 147, 33213, 37959, 261.5197, 0.9528, 1900, 56, a5, 000010
maxArrSumNeg, m112, t50, w2, 7551, 158, 65607, 74001, 585.7768, 0.9358, 1910, 63, a3, 101100
minProd, m181, t50, w4, 13067, 153, 5287, 18585, 29.2099, 0.7845, 1946, 72, a3, 011001
